Latitude,Longitude
32.57530202168677,-117.10703406753159
32.57530202168677,-117.02118562645637
32.57530202168677,-116.93533718538116
32.57530202168677,-116.84948874430594
32.57530202168677,-116.76364030323073
32.57530202168677,-116.67779186215552
32.63795303253015,-117.05891377366942
32.63795303253015,-116.97300526238236
32.63795303253015,-116.8870967510953
32.63795303253015,-116.80118823980824
32.63795303253015,-116.71527972852118
32.63795303253015,-116.62937121723412
32.63795303253015,-116.54346270594706
32.63795303253015,-116.45755419466
32.63795303253015,-116.37164568337295
32.63795303253015,-116.28573717208589
32.63795303253015,-116.19982866079883
32.63795303253015,-116.11392014951177
32.63795303253015,-116.02801163822471
32.63795303253015,-115.94210312693765
32.63795303253015,-115.8561946156506
32.70060404337353,-117.18265467877232
32.70060404337353,-117.09668591028729
32.70060404337353,-117.01071714180226
32.70060404337353,-116.92474837331723
32.70060404337353,-116.8387796048322
32.70060404337353,-116.75281083634717
32.70060404337353,-116.66684206786213
32.70060404337353,-116.5808732993771
32.70060404337353,-116.49490453089207
32.70060404337353,-116.40893576240704
32.70060404337353,-116.32296699392201
32.70060404337353,-116.23699822543698
32.70060404337353,-116.15102945695195
32.70060404337353,-116.06506068846691
32.70060404337353,-115.97909191998188
32.70060404337353,-115.89312315149685
32.70060404337353,-115.80715438301182
32.70060404337353,-115.72118561452679
32.70060404337353,-115.63521684604176
32.70060404337353,-115.54924807755673
32.70060404337353,-115.4632793090717
32.70060404337353,-115.37731054058666
32.70060404337353,-115.29134177210163
32.70060404337353,-115.2053730036166
32.70060404337353,-115.11940423513157
32.70060404337353,-115.03343546664654
32.76325505421691,-117.2205314839978
32.76325505421691,-117.13450227079068
32.76325505421691,-117.04847305758355
32.76325505421691,-116.96244384437642
32.76325505421691,-116.8764146311693
32.76325505421691,-116.79038541796217
32.76325505421691,-116.70435620475504
32.76325505421691,-116.61832699154792
32.76325505421691,-116.53229777834079
32.76325505421691,-116.44626856513366
32.76325505421691,-116.36023935192654
32.76325505421691,-116.27421013871941
32.76325505421691,-116.18818092551228
32.76325505421691,-116.10215171230516
32.76325505421691,-116.01612249909803
32.76325505421691,-115.9300932858909
32.76325505421691,-115.84406407268378
32.76325505421691,-115.75803485947665
32.76325505421691,-115.67200564626953
32.76325505421691,-115.5859764330624
32.76325505421691,-115.49994721985527
32.76325505421691,-115.41391800664815
32.76325505421691,-115.32788879344102
32.76325505421691,-115.24185958023389
32.76325505421691,-115.15583036702677
32.76325505421691,-115.06980115381964
32.76325505421691,-114.98377194061251
32.76325505421691,-114.89774272740539
32.76325505421691,-114.81171351419826
32.76325505421691,-114.72568430099113
32.76325505421691,-114.639655087784
32.76325505421691,-114.55362587457688
32.825906065060295,-118.46371078042922
32.825906065060295,-118.37762093443536
32.825906065060295,-117.25845293651507
32.825906065060295,-117.1723630905212
32.825906065060295,-117.08627324452733
32.825906065060295,-117.00018339853347
32.825906065060295,-116.9140935525396
32.825906065060295,-116.82800370654573
32.825906065060295,-116.74191386055186
32.825906065060295,-116.655824014558
32.825906065060295,-116.56973416856412
32.825906065060295,-116.48364432257026
32.825906065060295,-116.39755447657639
32.825906065060295,-116.31146463058252
32.825906065060295,-116.22537478458865
32.825906065060295,-116.13928493859478
32.825906065060295,-116.05319509260092
32.825906065060295,-115.96710524660705
32.825906065060295,-115.88101540061318
32.825906065060295,-115.79492555461931
32.825906065060295,-115.70883570862544
32.825906065060295,-115.62274586263158
32.825906065060295,-115.5366560166377
32.825906065060295,-115.45056617064384
32.825906065060295,-115.36447632464997
32.825906065060295,-115.2783864786561
32.825906065060295,-115.19229663266223
32.825906065060295,-115.10620678666837
32.825906065060295,-115.0201169406745
32.825906065060295,-114.93402709468063
32.825906065060295,-114.84793724868676
32.825906065060295,-114.7618474026929
32.825906065060295,-114.67575755669903
32.825906065060295,-114.58966771070516
32.825906065060295,-114.50357786471129
32.88855707590368,-118.50252861651147
32.88855707590368,-117.21026860568661
32.88855707590368,-117.12411793829828
32.88855707590368,-117.03796727090996
32.88855707590368,-116.95181660352164
32.88855707590368,-116.86566593613331
32.88855707590368,-116.77951526874499
32.88855707590368,-116.69336460135666
32.88855707590368,-116.60721393396834
32.88855707590368,-116.52106326658001
32.88855707590368,-116.43491259919169
32.88855707590368,-116.34876193180337
32.88855707590368,-116.26261126441504
32.88855707590368,-116.17646059702672
32.88855707590368,-116.0903099296384
32.88855707590368,-116.00415926225007
32.88855707590368,-115.91800859486175
32.88855707590368,-115.83185792747342
32.88855707590368,-115.7457072600851
32.88855707590368,-115.65955659269677
32.88855707590368,-115.57340592530845
32.88855707590368,-115.48725525792013
32.88855707590368,-115.4011045905318
32.88855707590368,-115.31495392314348
32.88855707590368,-115.22880325575515
32.88855707590368,-115.14265258836683
32.88855707590368,-115.0565019209785
32.88855707590368,-114.97035125359018
32.88855707590368,-114.88420058620186
32.88855707590368,-114.79804991881353
32.88855707590368,-114.71189925142521
32.88855707590368,-114.62574858403688
32.88855707590368,-114.53959791664856
32.95120808674706,-118.5413942224077
32.95120808674706,-117.2482190533659
32.95120808674706,-117.16200737542978
32.95120808674706,-117.07579569749366
32.95120808674706,-116.98958401955754
32.95120808674706,-116.90337234162142
32.95120808674706,-116.8171606636853
32.95120808674706,-116.73094898574918
32.95120808674706,-116.64473730781306
32.95120808674706,-116.55852562987694
32.95120808674706,-116.47231395194082
32.95120808674706,-116.3861022740047
32.95120808674706,-116.29989059606858
32.95120808674706,-116.21367891813246
32.95120808674706,-116.12746724019634
32.95120808674706,-116.04125556226022
32.95120808674706,-115.9550438843241
32.95120808674706,-115.86883220638798
32.95120808674706,-115.78262052845186
32.95120808674706,-115.69640885051574
32.95120808674706,-115.61019717257962
32.95120808674706,-115.5239854946435
32.95120808674706,-115.43777381670738
32.95120808674706,-115.35156213877126
32.95120808674706,-115.26535046083514
32.95120808674706,-115.17913878289902
